Date,Job_Title,Rating,Current/Former,View_URL,Summary,Location,Recommend,CEO Approval,Business Outlook,Pros,Cons
26-May-17, PMO,4.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW15218066.htm,Good company,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"Flexible working hours; working from home, traveling. Annual profit shares",Strict hierarchical employment grading. HQ in France which is gravitational for highest job levels.
27-May-18," Director, Program Management",4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW20769222.htm,Nice company,in Aix-en-Provence,Recommend,CEO Approval,Business Outlook,"Good job opportunities, international scope, fantastic products","Top management behaviors not in line with company values, salary levels not in line with teams engagement"
12-Feb-19, Security Analyst,4.0,"Former Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24660830.htm,Security Analyst,"in Newport, Wales",Recommend,CEO Approval,Business Outlook,"Good management, all of which are 'security' people, so they get it. Which makes the role easier.",Few opportunities for progression outside of Newport.
14-Sep-14, Fuel Systems Engineer,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW4965816.htm,Fuel System Engineer,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"- Great Company
- Great People","- Filton is boring
- Beraucracy slightly anoyying"
25-Jan-15,,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW5772427.htm,Great for experience.,,Recommend,CEO Approval,Business Outlook,"Great working environment, great team leaders and managers. Intern program is well paid.",No benefits. Some intern positions are better than others.
25-Apr-15,,3.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6436216.htm,Loads engineer,in Hamburg,Recommend,CEO Approval,Business Outlook,"big and international company, different plants in 5 different countries.",the career is not always compelling and sometimes the daily work could get boring
27-Apr-15, Finance Manager,2.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6450342.htm,Financial manager,,Recommend,CEO Approval,Business Outlook,"Challenging environment, great products, some committed people","Poor management, salary package not aligned with market, crazy workload, no recognition"
16-Jun-15, Anonymous Employee,2.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6917657.htm,Change is walking not talking,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,Great Company for non executives,Delegation of power and autonomous decision is just a lip service.
17-Jul-15, AREA SALES MANAGER,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW7256828.htm,Great company,in Brussels,Recommend,CEO Approval,Business Outlook,"structured and professional approach
Great value put in people and career development",some administrative burdens due to hierarchical structure
14-Jul-17, Senior Systems Engineer,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW15896023.htm,Good place to work,in Brisbane,Recommend,CEO Approval,Business Outlook,Flexible working hours and working with a global company,"Ageing platform, not sure what will be the next big ticket project"
1-Aug-18, Anonymous Employee,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW21754842.htm,Supply,,Recommend,CEO Approval,Business Outlook,Some travel and excellent work colleagues.   Hard work but enabled to achieve goals.,High pressure and can be stressful
19-Sep-11,,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1114072.htm,Very succesful and enriching,in Hamburg,Recommend,CEO Approval,Business Outlook,"Mobility
Salary
Opportunities to grow and learn (Airbus Academy)
International experience
Recognized company","Political
Country lobbies make difficult transversal project management"
2-Mar-12, Director,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1370217.htm,Poorly managed,"in Ottawa, ON",Recommend,CEO Approval,Business Outlook,"Great brand, large global company",managed like a small organization
28-Apr-15, MBA Intern,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6459237.htm,Aerospace MBA,in Toulouse,Recommend,CEO Approval,Business Outlook,Strong capabilities to compete in various markets,Different areas doing the same thing.
5-Feb-16,,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW9464722.htm,Great opportunities,in Paris,Recommend,CEO Approval,Business Outlook,Extremely favorable to mobility with broad range of functions and locations. Talented people. Opportunities to move things.,Quite political and administrative sometimes
10-Aug-17, Senior Stress Engineer,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW16303012.htm,Work- Personal life balance,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"Very friendly team, flexible working hours","Slow growth in Engineering, low recognition"
15-Mar-18, Anonymous Employee,2.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW19710734.htm,Patent attorney,,Recommend,CEO Approval,Business Outlook,Interesting topics . Wide range of products . International company,Company culture is not satisfying
8-May-18, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW20483280.htm,Project Manager,,Recommend,CEO Approval,Business Outlook,Good working conditions and fair salary scales,Lots of overtime expected of the employees
21-Sep-18, Sales Manager,4.0,"Current Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW22601343.htm,Sales Manager,in Singapore,Recommend,CEO Approval,Business Outlook,Gain huge experience in the industry,Less chance for growth for locals as dominated by  mother company
2-Jul-11, Program Manager,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1004911.htm,great experience and company to work for,,Recommend,CEO Approval,Business Outlook,compensation and benefits are great.,very challenging and fast-paced.  have to be on the top of your game.
27-May-13, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2683364.htm,"Well balanced work and life, sometimes a bit slow",,Recommend,CEO Approval,Business Outlook,"nice colleagues, interesting scope of work",salary is not so satisfactory
28-May-15, CFD & Thermal Specialist,3.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW6723980.htm,Good,in Bangalore,Recommend,CEO Approval,Business Outlook,"1.Good envronment
2.Latest technology
3.Good HR
4.Nice salary
5.R&D","1.Bad management
2.Worst transportation
3.Hot place
4.Bad look outside
5.Worst Managers"
19-Oct-15, Technical Specialist,3.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW8348901.htm,Technical specialist,"in Farnborough, Hampshire, South East England, England, England",Recommend,CEO Approval,Business Outlook,"One of the major players in the field, friendly atmosphere","Salary is below market average, not very dynamic company"
11-Jul-16, Head of Training,3.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW11204240.htm,Interesting culture!,in Riyadh,Recommend,CEO Approval,Business Outlook,Excellent opportunity to work in a multi-cultural environment.,Difficult to create momentum and change.
13-Jun-17, Sales Account Manager,4.0,"Former Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW15459713.htm,Sales Manager,in Riyadh,Recommend,CEO Approval,Business Outlook,"Secure environment, huge organization, unions fight for good salaries","traditional, slow and lots of red tape"
8-Nov-17, Anonymous Employee,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW17791271.htm,Treasury,,Recommend,CEO Approval,Business Outlook,Good for people who do not like surprises or a hectic work environment. Very relaxed and stable.,No real passion among employees
30-Jan-18, Engineering Manager,4.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW18994393.htm,Proud employee,"in Bristol, England",Recommend,CEO Approval,Business Outlook,They genuinely value there people,Were Abigail company which brings some inertia
15-May-18, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW20593012.htm,Trainer,,Recommend,CEO Approval,Business Outlook,"Overall a good company to work for, They look after employees",Passage of information sometimes poor
12-Sep-18, Anonymous Employee,3.0,"Former Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW22434765.htm,Financial controller,,Recommend,CEO Approval,Business Outlook,"- work life balance
- company products","- career paths
- hr management
- culture values not in line with the way employees were treated"
20-Feb-19, Anonymous Employee,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24785483.htm,Worth the Experience,,Recommend,CEO Approval,Business Outlook,Great team and development. Opportunities for growth,Poor management communication. Better assistance to helping understand difficult restructure periods
14-Oct-12, Fluids Specialist,3.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW2047291.htm,Good opportunities to work on interesting projects,"in Bristol, England",Recommend,CEO Approval,Business Outlook,Good opportunities to travel and meet  interesting people.,Need to follow management path to progress
18-Oct-16, Anonymous Employee,3.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW12355476.htm,Business Development Manager,,Recommend,CEO Approval,Business Outlook,"Great branding, long range of products, excellent European business example.","Too conservative, resistance to change, lake of agility, too political."
2-Jan-19, Engineer,3.0,"Former Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW24021847.htm,"Good work life balance, slow progression",in Toulouse,Recommend,CEO Approval,Business Outlook,"France:
good work life balance
good perks","France:
few opportunities to advance
lack of enthusiasm from employees
slow innovation"
13-Jul-12, Project Management,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW1725579.htm,"good place to work, programme vary",in Madrid,Recommend,CEO Approval,Business Outlook,working with good products and have good reputations,the organization is too big
